COLL_NOM;COLL_SIRET;ID;TITRE;DESCRIPTION;THEME;PRODUCTEUR_NOM;PRODUCTEUR_SIRET;COUV_SPAT_MAILLE;COUV_SPAT_NOM;COUV_TEMP_DEBUT;COUV_TEMP_FIN;DATE_PUBL;FREQ_MAJ;DATE_MAJ;MOTS_CLES;LICENCE;NOMBRE_RESSOURCES;FORMAT_RESSOURCES;URL
France;FR;osm-bicycle_parking-FR;Parking à vélos (schéma Étalab Stationnement cyclable 1.0.0) de France (OpenStreetMap);"Lieux de stationnement pour vélos issus d'OpenStreetMap (amenity=bicycle_parking) selon le schéma Stationnement cyclable de transport.data.gouv.fr";Transports;OpenStreetMap;;Infracommunale;France;2008-01-01;2021-11-11;;Ponctuelle;2021-11-11;"scdl;transports;velo;parking-a-velos";Open Database License-ODBL;1;csv;https://geodatamine.fr/dump/bicycle_parking_csv.zip
